entry_time,exit_time,side,entry,exit,notional,ret,pnl,equity
1779995700,1780003800,sell,73444.3082,73789.34731374585,1057.684269172803,-0.005797969416585097,-6.132421045067071,987.6612487503312
1780083900,1780111800,buy,73674.732,73512.5,838.0352486119522,-0.003302003259407901,-2.7671951224153766,984.8940536279158
1780465500,1780493400,sell,66986.6,66724.5,539.3995857761225,0.0028127228430761646,1.517181536458321,986.4112351643741
1780548300,1780568100,sell,64373.122800000005,62546.49787606639,434.533457994984,0.027275583542975445,11.852153635760198,998.2633888001343
1780578900,1780579800,sell,63543.2888,64228.3112947856,462.9989474495073,-0.011880406675859635,-5.500615786195111,992.7627730139392
1780587000,1780614900,sell,63947.7079,63439.0,432.3173391132418,0.006855060731738928,2.9635616150050454,995.7263346289442
1780618500,1780628400,sell,63633.7707,62409.39118302131,646.8768504687494,0.018141033550424034,11.735014647346214,1007.4613492762904
1780636500,1780640100,sell,63349.8275,61912.00450945459,554.8536147116466,0.021596557311784413,11.982927889770824,1019.4442771660613
1780697700,1780725600,sell,61351.7272,61143.5,388.2995734418494,0.002293990837799937,0.8907556637972264,1020.3350328298585
1780727400,1780755300,sell,61002.797,60863.5,474.78128632764344,0.0011834526751289562,0.5618811834056165,1020.8969140132641
1780782300,1780794000,sell,60785.8404,61078.54348832482,1060.0516249284735,-0.0059153169619552155,-6.270541357487588,1014.6263726557765
1780842600,1780844400,buy,62076.912899999996,61689.57322960975,813.0444384632431,-0.0073396735323197305,-5.967480745588423,1008.6588919101881
1780846200,1780858800,buy,61957.388999999996,61559.680647334026,785.6746145193011,-0.007519062505457903,-5.907536535522168,1002.751355374666
1780896600,1780922700,buy,62721.0417,63901.845619177395,665.792268234939,0.017726280418384588,11.802020447124859,1014.5533758217908
1780939800,1780949700,buy,63618.221099999995,63160.51678460195,705.0849075417879,-0.00829454752874328,-5.84836027740492,1008.7050155443859
1780951500,1780961400,buy,63373.6722,63010.19808142102,879.3657888424675,-0.0068354119772624225,-6.010827445448621,1002.6941880989373
1780990200,1781011800,sell,62992.8989,62179.14666748267,970.2371786916857,0.011818158184927203,11.466416454675823,1014.1606045536131
1781040600,1781068500,sell,61771.1433,61242.5,799.3642814549205,0.007458094795697319,5.961734587385269,1020.1223391409984
1781079300,1781082900,sell,61575.6824,60856.028257096805,1091.057589668821,0.010587310880751086,11.551365890626762,1031.673705031625
1781181900,1781190000,buy,62909.0793,62590.19991454619,1017.6519066793236,-0.0061688929007074015,-6.27778562250543,1025.3959194091196
1781191800,1781198100,buy,62714.5404,62353.10038419125,889.5975957433299,-0.006863257029445514,-6.105536952363237,1019.2903824567564
1781269200,1781271000,buy,63453.1881,63192.00159200411,1238.1425224224665,-0.005216207803211829,-6.458408686948447,1012.831973769808
1781273700,1781276400,buy,63436.684799999995,64190.36057782563,1065.6223897224277,0.010780756067278536,11.488215043427914,1024.320188813236
1781295300,1781323200,buy,63616.2207,63488.5,1068.43927693269,-0.0031076750645452605,-3.320362098904489,1020.9998267143314
1781552700,1781558100,buy,66710.8395,66387.43918708779,1053.0564265093328,-0.005947792582676371,-6.263361202731895,1014.7364655115996
1781568900,1781575200,buy,66371.2716,66118.72146669381,1333.3857454995407,-0.004905112170039905,-6.5404066476075275,1008.1960588639921
1781634600,1781662500,sell,65879.3215,66073.0,1007.8180132943633,-0.0040398982198077815,-4.0714821977981135,1004.124576666194
1781664300,1781685000,sell,65818.3337,65141.22861323917,1220.0803050297222,0.009187484484901743,11.209468872794758,1015.3340455389888
1781706600,1781711100,sell,65208.9556,65526.959009540304,1041.0088494087142,-0.005976683066218324,-6.221779962044484,1009.1122655769443
1781773200,1781791200,sell,64362.6249,63724.6047233154,1272.4737517083415,0.00881289863761601,11.214182192832576,1020.3264477697769
1781966700,1781966700,buy,63496.6968,64022.634360606644,1539.8063369045415,0.007182912137354615,11.06029362652718,1031.3867413963042
1782147600,1782149400,buy,64714.4403,64367.68173243313,962.4220126793366,-0.006458287361512949,-6.215597920928815,1025.1711434753754
1782151200,1782155700,buy,64599.4173,64273.49574522393,1015.9723640675682,-0.006145270815098648,-6.243425317851205,1018.9277181575242
1782159300,1782162900,buy,64514.9004,64227.8002227327,1144.8272320384328,-0.005550137495171536,-6.35394854602995,1012.5737696114942
1782225000,1782252900,sell,62540.9893,62583.5,921.4406227665914,-0.0017797254164957526,-1.6399112961293776,1010.9338583153648
1782258300,1782259200,sell,62580.9813,62804.2250776565,1416.95400308349,-0.004667278317134641,-6.613318694968704,1004.3205396203961
1782306000,1782306900,sell,62582.481,61919.11027179129,1184.3466333377387,0.009499942949029339,11.251225448583487,1015.5717650689795
1782335700,1782338400,sell,60651.8672,61178.94912432393,584.3145153008276,-0.009790283558556812,-5.720604792175785,1009.8511602768037
1782347400,1782362700,sell,60889.3197,61249.518515004376,853.5445924046596,-0.00701563211379378,-5.988154853029153,1003.8630054237746
1782425700,1782439200,sell,59852.5271,58674.040020435634,637.2973745183547,0.018589846639146597,11.847260455826985,1015.7102658796016
1782454500,1782455400,sell,59679.5617,60133.88163319294,667.1195676565427,-0.00871265532539832,-5.8123828538202025,1009.8978830257814
1782485100,1782486900,sell,59572.5831,60204.54491548268,475.9957333269998,-0.011708266128427706,-5.573084721788619,1004.3247983039928
1782501300,1782529200,buy,60014.5005,60151.0,606.2568149676196,0.0011744419908984842,0.7120134607663451,1005.0368117647591
1782702000,1782702900,sell,59729.5517,60199.30427146886,638.9576327490737,-0.008964659253232934,-5.728037454847795,999.3087743099113
1782851400,1782867600,sell,58709.2558,57941.12635834191,954.7328756124568,0.011983617415877479,11.441153515700224,1010.7499278256115
1782871200,1782873000,sell,58739.7497,59125.25968857847,770.0344936417084,-0.0076630172165761375,-5.9007875821338995,1004.8491402434776
1782955800,1782963900,buy,60009.999599999996,60837.11839809071,911.3109967284605,0.01268301622402798,11.558172156642174,1016.4073124001197
1782980100,1782984600,buy,60303.0582,61008.81150646931,1085.5859397457032,0.010603441376532251,11.510946871281236,1027.918259271401
