entry_time,exit_time,side,entry,exit,notional,ret,pnl,equity
1779381900,1779382800,sell,2122.5754,2134.515938073465,873.6562400684564,-0.006725495364482563,-5.875770992731669,977.0740547385443
1779406200,1779432300,buy,2132.5264199999997,2124.139503985816,1242.1945280617683,-0.0050328544469725725,-6.2517842545606666,970.8222704839836
1779456600,1779474600,sell,2128.12429,2110.5224739267014,1467.1997810385003,0.007171047022962543,10.521358621907433,981.3436291058911
1779543900,1779545700,sell,2038.69218,2046.2762877071818,1318.9802016237777,-0.004820084759034995,-6.357596367315676,974.9860327385754
1779667200,1779674400,sell,2098.5802,2111.72353387764,778.3741943368642,-0.007362964778587013,-5.731141777463374,969.2548909611121
1779676200,1779692400,sell,2099.13009,2112.124744086602,782.8573553927456,-0.007290494885717975,-5.707417545737512,963.5474734153746
1779775200,1779790500,sell,2099.38004,2107.4040761862793,1260.4955201595828,-0.004922097968636168,-6.204282439252473,957.3431909761222
1779844500,1779856200,sell,2079.88394,2058.74641901192,1177.504879298791,0.009062836772555812,10.671534519972976,968.0147254960951
1779866100,1779867900,sell,2075.68478,2083.413632361278,1299.8653219169287,-0.004823519310710492,-6.269925481589215,961.7448000145059
1779885000,1779886800,buy,2084.4168,2074.4653234943285,1007.2259213597113,-0.005874225819745604,-5.916672513568272,955.8281275009376
1780046100,1780055100,buy,2012.75247,2004.8054903653908,1210.4255408839047,-0.0050483144366028675,-6.110608732477051,949.7175187684605
1780083900,1780111800,buy,2020.6540499999999,2014.75,630.7187393723879,-0.004021850971966167,-2.5366567749821134,947.1808619934784
1780270200,1780272900,sell,2007.74837,2015.7261967393558,1191.8664655759264,-0.0050735192211142505,-6.046957422100969,941.1339045713775
1780276500,1780281000,sell,2004.14909,2014.2281232055323,935.6912612310664,-0.006129083542648202,-5.7349299102110685,935.3989746611663
1780282800,1780295400,sell,2010.4478299999998,1981.3595207150265,808.1300035213987,0.013368572051916076,10.803544179391011,946.2025188405573
1780318800,1780321500,sell,1988.7521700000002,1961.6920176125243,869.2496838425716,0.012506598547407698,10.871356833280107,957.0738756738374
1780337700,1780341300,sell,1983.7531700000002,1997.2347321305665,704.1462689577828,-0.007895987693653598,-5.55993027422275,951.5139453996146
1780369200,1780380000,buy,1996.8993,1982.4377206064785,656.939840319207,-0.008342017358372332,-5.480203551349172,946.0337418482654
1780468200,1780480800,sell,1871.22568,1889.4374655100087,486.01567125861493,-0.010832543596776989,-5.2647859476257794,940.7689559006396
1780487100,1780498800,sell,1880.1239,1849.7405999667785,727.6868363676957,0.015060264774689334,10.959156428753529,951.7281123293932
1780524900,1780535700,sell,1837.23248,1774.731496175397,349.7036552671741,0.032919093666688735,11.511927383323531,963.2400397127167
1780547400,1780565400,sell,1809.6380000000001,1745.0704708153398,337.459827137029,0.034579804018627106,11.669294686558244,974.9093343992749
1780578900,1780581600,sell,1771.99553,1792.8493364935714,414.2013553360937,-0.012868543509571655,-5.330168162866071,969.5791662364089
1780584300,1780612200,sell,1770.8457600000002,1759.55,388.4904266203446,0.005278737355420609,2.050738927224102,971.629905163633
1780697700,1780720200,sell,1592.6814,1525.978851485873,289.99957874738055,0.04078066019614901,11.826374277923282,983.4562794415563
1780727400,1780755300,sell,1573.43525,1560.35,313.6211416688761,0.007216357473242122,2.2632022694489202,985.7194817110052
1780788600,1780790400,sell,1559.33807,1569.7284707345962,739.6586298422436,-0.0077633406408118685,-5.742221901381512,979.9772598096237
1780836300,1780864200,buy,1615.6730699999998,1623.65,587.6061371221143,0.0038372178989158163,2.2547727868777585,982.2320325965014
1780899300,1780927200,buy,1663.03254,1686.45,491.5944151348781,0.01298117967433164,6.38147542976383,988.6135080262652
1780939800,1780965000,buy,1685.73708,1670.3213209223811,540.5320749622683,-0.0102448181691649,-5.53765282258985,983.0758552036754
1780991100,1780992000,buy,1680.8361,1668.1015525612538,648.782139456773,-0.00867631719044241,-5.629039629420805,977.4468155742545
1781040600,1781068500,sell,1650.26988,1618.8185221766598,641.0895866978489,0.017958311737071898,11.512886649310552,988.959702223565
1781079300,1781082900,sell,1635.6728,1610.3348626181826,798.0200108869099,0.014390834952942595,11.484174265818972,1000.443876489384
1781138700,1781140500,sell,1626.87456,1639.74362663928,632.3678076234742,-0.009010300496234901,-5.697823970832766,994.7460525185512
1781181900,1781187300,buy,1651.93032,1641.6780466167822,801.4081869615301,-0.007306238398250175,-5.855279268250386,988.8907732503009
1781229600,1781245800,buy,1666.88331,1657.0577192952883,838.8124311719384,-0.006994588208884075,-5.867147540540626,983.0236257097603
1781280900,1781308800,buy,1670.78409,1667.05,577.099075979848,-0.0033349327015677714,-1.9245865805297389,981.0990391292305
1781370000,1781386200,buy,1676.2351800000001,1691.2327712497358,1370.6807122123669,0.007847187977367057,10.7559892056818,991.8550283349123
1781622900,1781650800,buy,1785.25698,1795.15,506.72097286408587,0.004441510332030729,2.2506064364325002,994.1056347713447
1781660700,1781682300,buy,1790.4580199999998,1779.9846584737302,849.7292879841455,-0.006949543194690278,-5.905230390639233,988.2004043807055
1781715600,1781718300,sell,1771.09571,1785.8357781362488,593.6870442663853,-0.009422570063844114,-5.594057770596538,982.606346610109
1781720100,1781721000,sell,1763.69719,1782.7924582820258,453.78258812516833,-0.011926840565542716,-5.41219257998822,977.1941540301208
1781722800,1781750700,sell,1768.94614,1754.85,409.4990170296902,0.006868665456371726,2.8127117526900105,980.0068657828108
1781775000,1781779500,sell,1742.25148,1751.684774027406,904.9958621875594,-0.006514427329059404,-5.895529777320315,974.1113360054904
1781790300,1781790300,sell,1730.4038500000001,1740.8485279463964,806.9210055127246,-0.007135977061884293,-5.758169786091412,968.353166219399
1781817300,1781830800,sell,1703.3592600000002,1716.0703951669773,648.8221983963033,-0.008562392382788995,-5.5554702493329176,962.7976959700661
1781832600,1781838900,sell,1708.20829,1684.960486413109,884.3088120679262,0.012509466552167942,11.06223150635109,973.8599274764172
1781878500,1781880300,sell,1697.51043,1708.0934440445196,781.0333508469275,-0.007334432412011505,-5.728436323313659,968.1314911531035
1781883000,1781883000,sell,1698.3102700000002,1708.8065556039,783.2235688808014,-0.007280428741033214,-5.702203381534394,962.4292877715691
1781923500,1781931600,buy,1705.59105,1721.5784659001777,1283.4397298243296,0.008273534118965777,10.61858239433781,973.0478701659069
1781966700,1781966700,buy,1719.29379,1737.9932304774647,1118.3189963391542,0.009776233361760008,10.932947481100808,983.9808176470077
1782019800,1782029700,buy,1734.44682,1728.7068667183692,1486.6518213402267,-0.004409385572070023,-6.5552210917092175,977.4255965552985
1782058500,1782066600,sell,1726.45464,1732.6332895317294,1365.5742632446406,-0.004678807915700255,-6.389259672345569,971.0363368829529
1782253800,1782261000,sell,1664.46704,1672.6685129188563,985.3461648748471,-0.006027386798152714,-5.939062465777061,965.0972744171759
1782340200,1782362700,sell,1614.72699,1631.1137879657542,475.4951578195963,-0.011248339668091101,-5.348531045687404,959.7487433714884
1782425700,1782439200,sell,1569.43605,1531.1715829389802,492.05711998660456,0.023281029772458574,11.455596460158361,971.2043398316468
1782485100,1782486900,sell,1557.13851,1576.5351732705624,389.83500861360676,-0.013556607518211328,-5.2848402086332,965.9194996230136
1782541800,1782568800,buy,1578.4156199999998,1594.197955417708,1207.5386702249991,0.008898846449396062,10.745701208040176,976.6652008310538
1782584100,1782587700,buy,1591.8683099999998,1583.6798591996262,949.3385382567163,-0.006243924751145798,-5.927598396237683,970.737602434816
1782634500,1782635400,sell,1573.53523,1579.8789760605252,1203.9336079528123,-0.005131524645638402,-6.178014980922218,964.5595874538939
1782642600,1782644400,sell,1572.98534,1580.179311130292,1054.5205583552404,-0.005673450843662716,-5.982770551460217,958.5768169024336
1782691200,1782702000,sell,1570.93575,1583.0057593562606,623.8034065864994,-0.008783324640272825,-5.479067831757327,953.0977490706763
1782845100,1782869400,sell,1573.93515,1584.4808745337828,711.2427618617758,-0.0078002281090060995,-5.547855783401355,947.5498932872749
1782896400,1782900900,buy,1582.01634,1572.357042973702,775.9567855013124,-0.007205687268879893,-5.591301930487773,941.9585913567871
1782954900,1782963900,buy,1608.8217,1635.8706510997542,700.3244860990201,0.015712895487271384,11.004125457250943,952.962716814038
1782981000,1782984600,buy,1619.3238,1639.897712842656,937.5678921963492,0.011605249464409774,10.880709278759483,963.8434260927975
