timestamp,datetime,open,high,low,close,volume,buy_vol,sell_vol,delta,cvd
1781611200,2026-06-16 12:00:00,66434.4,66748.4,65289.8,65816.4,710.18158157,327.44432742,382.73725415,-55.29292673,-2095.21194232
1781625600,2026-06-16 16:00:00,65816.4,66753.2,65500.1,65603.8,382.70546166,238.73817949,143.96728217,94.77089732,-2000.441045
1781640000,2026-06-16 20:00:00,65613.0,65859.9,65526.1,65609.5,129.02142397,58.52417847,70.4972455,-11.97306703,-2012.41411203
1781654400,2026-06-17 00:00:00,65609.6,66080.2,65433.3,65781.5,119.99455634,74.62790621,45.36665013,29.26125608,-1983.15285595
1781668800,2026-06-17 04:00:00,65781.5,65980.1,65150.0,65472.2,108.21904325,42.97712316,65.24192009,-22.26479693,-2005.41765288
1781683200,2026-06-17 08:00:00,65472.2,65497.3,64507.6,64752.0,345.37197024,122.27746363,223.09450661,-100.81704298,-2106.23469586
1781697600,2026-06-17 12:00:00,64752.5,65800.0,64552.0,65703.5,452.07954412,227.59023207,224.48931205,3.10092002,-2103.13377584
1781712000,2026-06-17 16:00:00,65703.5,66370.9,64001.0,64250.0,1139.39848926,547.86073741,591.53775185,-43.67701444,-2146.81079028
1781726400,2026-06-17 20:00:00,64250.0,64477.5,63866.5,64454.8,321.16889739,166.09036881,155.07852858,11.01184023,-2135.79895005
1781740800,2026-06-18 00:00:00,64452.0,64740.9,64198.5,64203.8,204.87864559,128.95898845,75.91965714,53.03933131,-2082.75961874
1781755200,2026-06-18 04:00:00,64203.9,64434.8,63643.4,64434.8,172.24113769,72.40542515,99.83571254,-27.43028739,-2110.18990613
1781769600,2026-06-18 08:00:00,64434.8,64563.9,63819.3,63910.1,162.52679599,65.23068353,97.29611246,-32.06542893,-2142.25533506
1781784000,2026-06-18 12:00:00,63910.1,64365.2,62228.8,62297.9,733.87174111,259.0059426,474.86579851,-215.85985591,-2358.11519097
1781798400,2026-06-18 16:00:00,62296.5,62931.7,62187.0,62866.4,583.49881091,361.80783155,221.69097936,140.11685219,-2217.99833878
1781812800,2026-06-18 20:00:00,62876.0,63190.9,62688.3,62885.6,292.46288731,131.22370348,161.23918383,-30.01548035,-2248.01381913
1781827200,2026-06-19 00:00:00,62885.7,63040.5,62335.7,62695.3,269.41064792,72.63366032,196.7769876,-124.14332728,-2372.15714641
1781841600,2026-06-19 04:00:00,62695.3,62846.5,62349.9,62555.2,141.31341242,93.75373537,47.55967705,46.19405832,-2325.96308809
1781856000,2026-06-19 08:00:00,62555.2,62699.9,62268.5,62574.0,227.83479581,171.29184221,56.5429536,114.74888861,-2211.21419948
1781870400,2026-06-19 12:00:00,62574.0,63345.6,62236.1,63151.9,641.33868779,267.94138861,373.39729918,-105.45591057,-2316.67011005
1781884800,2026-06-19 16:00:00,63155.0,63327.5,62823.4,62973.4,197.48822602,89.35829059,108.12993543,-18.77164484,-2335.44175489
1781899200,2026-06-19 20:00:00,62973.3,63590.9,62902.2,63486.4,171.53592467,123.8364388,47.69948587,76.13695293,-2259.30480196
1781913600,2026-06-20 00:00:00,63486.3,63719.6,63280.0,63410.9,167.04637427,106.71373001,60.33264426,46.38108575,-2212.92371621
1781928000,2026-06-20 04:00:00,63410.9,63824.3,63356.2,63599.4,118.50741124,94.33588275,24.17152849,70.16435426,-2142.75936195
1781942400,2026-06-20 08:00:00,63599.4,63727.3,63340.9,63629.6,51.28424777,31.17837223,20.10587554,11.07249669,-2131.68686526
1781956800,2026-06-20 12:00:00,63629.7,64336.4,63141.3,64074.1,328.12533296,186.46597725,141.65935571,44.80662154,-2086.88024372
1781971200,2026-06-20 16:00:00,64075.0,64103.3,63690.9,63867.6,83.30228492,32.1937267,51.10855822,-18.91483152,-2105.79507524
1781985600,2026-06-20 20:00:00,63867.4,64264.9,63799.9,64250.1,99.62150309,65.64574765,33.97575544,31.66999221,-2074.12508303
1782000000,2026-06-21 00:00:00,64250.1,64400.0,64132.1,64356.7,81.90546332,33.5591407,48.34632262,-14.78718192,-2088.91226495
1782014400,2026-06-21 04:00:00,64356.7,64493.6,64103.1,64120.3,53.25802184,20.23573104,33.0222908,-12.78655976,-2101.69882471
1782028800,2026-06-21 08:00:00,64120.3,64376.0,63840.9,64070.3,154.245028,39.31928111,114.92574689,-75.60646578,-2177.30529049
1782043200,2026-06-21 12:00:00,64086.5,64261.2,63900.0,64150.1,71.5699319,42.32546541,29.24446649,13.08099892,-2164.22429157
1782057600,2026-06-21 16:00:00,64150.0,64207.7,63880.5,64136.6,271.68195145,72.14790147,199.53404998,-127.38614851,-2291.61044008
1782072000,2026-06-21 20:00:00,64136.6,64187.4,63214.0,63234.0,455.51317598,330.40675107,125.10642491,205.30032616,-2086.31011392
1782086400,2026-06-22 00:00:00,63234.0,64704.1,63234.0,63895.2,463.95105262,372.87562413,91.07542849,281.80019564,-1804.50991828
1782100800,2026-06-22 04:00:00,63895.2,64290.9,63796.2,64120.0,84.69108495,47.19767911,37.49340584,9.70427327,-1794.80564501
1782115200,2026-06-22 08:00:00,64120.0,64698.2,63981.9,64590.8,180.41607814,134.83606166,45.58001648,89.25604518,-1705.54959983
1782129600,2026-06-22 12:00:00,64590.9,65542.1,64527.5,64762.4,692.3987778,460.10084923,232.29792857,227.80292066,-1477.74667917
1782144000,2026-06-22 16:00:00,64768.0,64784.4,64215.0,64426.9,433.85538485,236.44499422,197.41039063,39.03460359,-1438.71207558
1782158400,2026-06-22 20:00:00,64415.5,64590.9,63742.6,63953.6,247.34890151,106.75867972,140.59022179,-33.83154207,-1472.54361765
1782172800,2026-06-23 00:00:00,63953.6,64200.0,63756.3,63989.0,152.0728467,100.8042438,51.2686029,49.5356409,-1423.00797675
1782187200,2026-06-23 04:00:00,63989.0,64018.7,62510.0,62799.7,339.41416347,93.45495241,245.95921106,-152.50425865,-1575.5122354
1782201600,2026-06-23 08:00:00,62799.8,62857.8,61881.1,62438.1,764.76768743,298.58722589,466.18046154,-167.59323565,-1743.10547105
1782216000,2026-06-23 12:00:00,62438.1,62768.1,61885.0,62393.7,585.18236418,156.13781086,429.04455332,-272.90674246,-2016.01221351
1782230400,2026-06-23 16:00:00,62396.0,62740.0,62037.4,62320.2,415.45302699,213.97631104,201.47671595,12.49959509,-2003.51261842
1782244800,2026-06-23 20:00:00,62320.2,62700.0,62307.7,62650.3,268.11014209,156.02176303,112.08837906,43.93338397,-1959.57923445
1782259200,2026-06-24 00:00:00,62650.3,63040.0,62390.6,62659.1,200.20739141,139.29331027,60.91408114,78.37922913,-1881.20000532
1782273600,2026-06-24 04:00:00,62659.2,62982.3,62445.8,62559.6,80.13691603,45.0291299,35.10778613,9.92134377,-1871.27866155
1782288000,2026-06-24 08:00:00,62559.6,63138.7,62246.1,62839.0,135.11229422,69.46932726,65.64296696,3.8263603,-1867.45230125
1782302400,2026-06-24 12:00:00,62830.7,63091.9,60179.0,60179.1,1711.22069034,661.01859533,1050.20209501,-389.18349968,-2256.63580093
1782316800,2026-06-24 16:00:00,60179.1,60573.5,59001.0,59868.8,1534.62030962,625.05711692,909.5631927,-284.50607578,-2541.14187671
1782331200,2026-06-24 20:00:00,59881.5,61157.0,59763.2,60980.8,764.6225058,449.86923954,314.75326626,135.11597328,-2406.02590343
1782345600,2026-06-25 00:00:00,60984.3,61060.9,60589.3,60795.1,214.78131443,69.78019645,145.00111798,-75.22092153,-2481.24682496
1782360000,2026-06-25 04:00:00,60795.1,61858.8,60690.8,61817.5,475.85289156,345.51531001,130.33758155,215.17772846,-2266.0690965
1782374400,2026-06-25 08:00:00,61818.8,61822.0,60991.7,61190.8,208.77395201,97.41090189,111.36305012,-13.95214823,-2280.02124473
1782388800,2026-06-25 12:00:00,61190.9,61632.1,58033.0,59469.4,2061.6602462,871.48115906,1190.17908714,-318.69792808,-2598.71917281
1782403200,2026-06-25 16:00:00,59470.2,59974.2,59033.3,59199.1,701.34454724,346.55047805,354.79406919,-8.24359114,-2606.96276395
1782417600,2026-06-25 20:00:00,59238.8,60142.1,59229.4,59707.1,410.39831975,262.88865458,147.50966517,115.37898941,-2491.58377454
1782432000,2026-06-26 00:00:00,59721.1,60043.2,58265.0,59948.4,814.09326939,283.64479597,530.44847342,-246.80367745,-2738.38745199
1782446400,2026-06-26 04:00:00,59950.1,60666.0,59628.7,60456.8,441.20200361,253.42190215,187.78010146,65.64180069,-2672.7456513
1782460800,2026-06-26 08:00:00,60456.9,60474.0,59163.0,59332.1,283.99418994,88.5970813,195.39710864,-106.80002734,-2779.54567864
1782475200,2026-06-26 12:00:00,59332.1,60417.9,58406.4,60245.5,1246.25348062,572.41233631,673.84114431,-101.428808,-2880.97448664
1782489600,2026-06-26 16:00:00,60241.2,60470.2,59493.1,59664.8,334.90055273,105.0599334,229.84061933,-124.78068593,-3005.75517257
1782504000,2026-06-26 20:00:00,59664.9,60023.6,59495.4,60009.2,346.50935559,221.15369216,125.35566343,95.79802873,-2909.95714384
1782518400,2026-06-27 00:00:00,60013.1,60318.3,59800.1,60231.1,255.24085071,120.60045406,134.64039665,-14.03994259,-2923.99708643
1782532800,2026-06-27 04:00:00,60227.4,60471.8,60025.8,60447.6,80.97262155,52.23069061,28.74193094,23.48875967,-2900.50832676
1782547200,2026-06-27 08:00:00,60447.6,60458.3,60204.0,60358.2,26.12285895,9.7653815,16.35747745,-6.59209595,-2907.10042271
