timestamp,price,volume,side
1782397993.0254235,60169.6,1.15868124,b
1782397993.8476748,59979.2,1.79868261,b
1782397998.6864305,59967.4,1.66484592,s
1782397998.6864307,59967.3,2.0055642,s
1782398001.4967442,59971.3,2.08817648,s
1782398020.027785,60254.1,7.21646468,s
1782398054.0523393,59937.2,1.078465,s
1782398123.988622,59898.2,1.0,s
1782398206.9954088,59690.1,2.84676936,s
1782398206.995409,59654.8,1.21870292,s
1782398206.995409,59655.5,15.0,s
1782398207.0292344,59691.8,1.78379612,b
1782398207.0389843,59691.8,2.16281803,b
1782398210.9319108,59709.8,1.49979777,s
1782398217.209373,59701.9,2.84655375,s
1782398578.4300928,59349.0,2.96959644,s
1782398622.843015,59400.0,1.60148622,b
1782399050.8673582,59544.2,1.67987719,b
1782399111.513497,59635.9,1.07240354,b
1782399130.1203673,59643.0,2.51496815,b
1782399130.1203675,59649.3,8.38233924,b
1782399130.1203675,59651.1,2.85059914,b
1782399130.1203675,59652.1,5.7388516,b
1782399143.8649495,59644.0,2.44972488,b
1782399179.646658,59633.0,2.39354406,s
1782399344.6882186,59600.0,1.3868482,s
1782399432.9044242,59435.6,2.5237394,s
1782399457.7090278,59399.8,1.66093475,s
1782399606.656789,59314.8,1.07331212,s
1782399639.5470843,59300.0,1.3773595,s
1782399640.7562027,59300.0,1.70861571,s
1782399694.6874218,59203.0,14.29958599,s
1782399694.6874218,59204.2,2.53360322,s
1782399694.687422,59194.2,2.48501347,s
1782399799.8446279,59000.0,1.0,s
1782399842.1443782,59014.0,1.20141848,s
1782399930.925971,59225.1,1.26286025,s
1782400585.9269724,58805.0,1.0,s
1782400640.263187,58850.0,1.19164831,b
1782400640.4073827,58850.0,1.34308544,b
1782400641.1801739,58850.0,1.74416662,b
1782400815.2478225,59160.2,1.25879262,s
1782401443.649251,59134.9,1.5,s
1782401795.1210246,59373.1,5.97218584,b
1782402333.0803988,59200.1,1.0645693,b
1782402780.9860957,59247.1,1.68724494,s
1782403132.0958016,59519.6,1.67957494,s
1782403174.456132,59510.6,1.5,b
1782403615.956484,59597.2,1.01885425,b
1782403620.118694,59641.2,2.42559341,b
1782403620.1522887,59641.2,3.87831477,b
1782403730.2238533,59626.4,2.51566439,b
1782403730.2238533,59630.4,2.85126896,b
1782403730.2238533,59634.7,2.59121209,b
1782403730.2238533,59634.8,8.38437652,b
1782403730.2238536,59641.9,1.67718614,b
1782403730.2238536,59642.0,2.51591187,b
1782403730.2238536,59642.0,3.28294724,b
1782403730.2238538,59651.1,1.62071281,b
1782403730.2238538,59669.4,13.77893135,b
1782403730.2934747,59641.9,1.67708804,b
1782403733.4642518,59659.7,1.5,b
1782403733.592542,59661.0,1.5,b
1782403734.6469603,59662.4,1.5,b
1782403795.574236,59787.0,2.069112,b
1782403795.5744524,59787.0,1.04961621,b
1782404218.4275885,59602.7,1.67736038,s
1782404218.4275885,59607.6,2.85138179,s
1782404662.7561624,59640.6,2.51506707,b
1782404662.7561626,59649.5,2.8502163,b
1782404662.7561626,59653.2,1.49413484,b
1782404662.7561626,59653.2,1.6766132,b
1782404662.7561626,59653.3,8.38177676,b
1782405004.9689207,59614.0,1.6963337,s
1782405005.7693875,59549.7,1.71155859,s
1782405023.3342443,59492.4,1.28212963,s
1782405032.0197153,59462.8,1.50855185,s
1782405197.4175272,59338.0,1.0,s
1782405565.3286352,59240.0,1.68728067,s
1782405576.193945,59212.9,1.23683983,s
1782405630.146909,59216.7,1.32043886,s
1782405718.978986,59235.3,3.0937104,b
1782405733.7781491,59253.2,1.6874263,s
1782405897.3887115,59176.2,2.53480548,b
1782405897.3887117,59186.1,1.68976573,b
1782405897.3887117,59186.1,2.52170379,b
1782405897.3887117,59186.2,8.44791891,b
1782405897.3887117,59188.7,2.87263607,b
1782405897.388712,59193.5,2.94030227,b
1782405897.388712,59193.6,1.32043886,b
1782405897.388712,59193.7,8.44685167,b
1782405897.388712,59201.1,2.15886812,b
1782405897.388712,59201.2,8.44578317,b
1782405897.388712,59208.7,8.44470597,b
1782405897.3887122,59210.6,1.63264485,b
1782405897.3887122,59222.3,2.74011928,b
1782405983.722167,59156.1,1.68979139,s
1782407016.6250315,59097.4,1.6333055,s
1782407016.6250315,59097.4,8.4605995,s
1782407016.6250315,59101.6,2.53800021,s
1782407016.6250317,59068.6,5.92530928,s
1782407016.6250317,59077.9,15.0,s
1782407016.625032,59058.5,2.88288797,s
1782407016.6250322,59037.3,4.59988394,s
1782407016.6250322,59042.9,2.605351,s
1782407016.6250322,59043.6,1.5,s
