timestamp,datetime,open,high,low,close,buy_vol,sell_vol,delta,cvd
1780323600,2026-06-01 14:20:00,71473.7,71546.6,71449.1,71482.4,7.314367,2.586733,4.727634,-226.363903
1780323900,2026-06-01 14:25:00,71482.3,71540.1,71365.6,71408.7,2.198416,3.618968,-1.420552,-227.784456
1780324200,2026-06-01 14:30:00,71412.0,71462.9,71336.4,71366.2,3.718362,11.796074,-8.077712,-235.862168
1780324500,2026-06-01 14:35:00,71366.1,71453.0,71336.4,71365.0,1.044819,6.796156,-5.751337,-241.613505
1780324800,2026-06-01 14:40:00,71359.2,71412.7,71300.0,71367.0,3.420953,6.390744,-2.969792,-244.583297
1780325100,2026-06-01 14:45:00,71369.2,71480.6,71352.6,71394.5,1.203996,0.706601,0.497394,-244.085903
1780325400,2026-06-01 14:50:00,71390.5,71498.9,71285.0,71306.0,3.266997,11.660505,-8.393508,-252.479411
1780325700,2026-06-01 14:55:00,71310.4,71419.8,71291.9,71419.8,1.283291,1.833290,-0.549999,-253.029410
1780326000,2026-06-01 15:00:00,71432.3,71549.7,71432.2,71498.0,2.143970,0.532983,1.610987,-251.418423
1780326300,2026-06-01 15:05:00,71497.9,71549.9,71433.9,71460.0,0.686044,2.077900,-1.391856,-252.810279
1780326600,2026-06-01 15:10:00,71460.1,71478.7,71327.6,71406.3,4.269205,1.186067,3.083138,-249.727141
1780326900,2026-06-01 15:15:00,71406.2,71406.3,71117.1,71117.1,2.803381,26.798693,-23.995312,-273.722453
1780327200,2026-06-01 15:20:00,71134.1,71205.0,71055.2,71056.5,1.862099,9.927255,-8.065155,-281.787608
1780327500,2026-06-01 15:25:00,71058.7,71098.8,70971.0,70982.3,2.958516,35.212697,-32.254181,-314.041789
1780327800,2026-06-01 15:30:00,70982.2,71295.8,70971.0,71280.1,5.259403,16.244421,-10.985018,-325.026807
1780328100,2026-06-01 15:35:00,71280.0,71366.8,71160.1,71178.9,2.438443,23.193464,-20.755021,-345.781828
1780328400,2026-06-01 15:40:00,71178.9,71204.6,71147.4,71151.5,1.334937,5.930151,-4.595214,-350.377042
1780328700,2026-06-01 15:45:00,71156.8,71173.4,71040.0,71048.5,0.714612,3.572008,-2.857396,-353.234438
1780329000,2026-06-01 15:50:00,71048.8,71055.9,70980.0,70980.1,3.196815,2.953363,0.243452,-352.990986
